Gene_name,WT_control_value,WT_log2_ratio,WT_Input_control_value,WT_Input_log2_ratio,Taf1_Input_control_value,Taf1_Input_log2_ratio,Taf1_control_value,Taf1_log2_ratio,Taf2_control_value,Taf2_log2_ratio,Taf7_control_value,Taf7_log2_ratio,Taf11_control_value,Taf11_log2_ratio,Taf13_control_value,Taf13_log2_ratio,Med14_control_value,Med14_log2_ratio,WT_minus_SM_control_value,WT_minus_SM_log2_ratio,WT_SM_control_value,WT_SM_log2_ratio,Taf1_SM_control_value,Taf1_SM_log2_ratio
YJL146W,0.127007549,1.2799607513,0.2557291498,-0.1866923469,0.4548474689,-0.3890778536,0.3359456738,-2.1773884037,0.3447381815,-1.2999732615,0.117823535,-0.5305540351,0.1574867791,-1.5215370971,0.1566768168,-1.6950770662,0.4976956313,-3.9263106489,0.3517552299,-0.0158793042,0.2463071948,-0.126219309,0.1489436412,-0.4494647154
YNL172W,0.2151065654,1.0049248555,0.5251354611,0.0414201938,0.9804658313,-0.144235479,0.4904909063,-1.5334164729,0.6497413059,-1.7097150571,0.2023770522,-0.758278426,0.2307151184,-1.3821799335,0.265421288,-2.0096987581,0.7361260902,-3.3948471726,0.3718309684,-0.6189622216,0.7042159142,-0.2395674611,0.2526863129,-0.4625295992
YGL223C,0.5288511249,0.1471522836,0.470426815,-0.6391401732,0.7996068814,0.0151820644,0.5569121512,-1.7104857938,0.7140268155,-1.1612440889,0.2216532074,-0.6740319951,0.4397132185,-1.369168154,0.2646604571,-1.6654407574,0.874717957,-3.3110687665,0.8962109911,-0.6360024986,0.9133361664,0.179094643,0.5451008841,-0.4131905102
YEL044W,1.2581797234,-0.2328423121,0.332304369,0.2411038759,0.6606230787,-0.073439788,1.2347248504,-2.0750651456,1.4348997347,-2.1938522882,0.8530030849,-2.1957495553,1.1308019678,-2.9233861741,0.7195829799,-3.1413237968,1.1048523025,-3.1333941274,1.0671552533,-0.032422503,1.341757024,-0.2059163847,0.7737971969,-1.6757218121
YBL092W,3.5602867069,0.6689804563,0.3413380497,-0.1048234649,0.5585879352,0.0835046055,7.0416714299,-3.4908054374,11.2501435958,-2.8417340052,2.2369872769,-2.8438184994,3.4242086293,-2.2524693552,3.5774811558,-3.910524539,11.4951426249,-5.2036646177,3.8325194848,-2.0214425126,9.640343201,-0.4106308027,1.781957052,-1.9621516307
YNR036C,1.3227176848,0.1997809938,0.5456512034,-0.4115886317,0.7143407448,-0.0030999807,1.0857566646,-1.9574045824,1.8020896784,-0.9657995844,0.9199520761,-1.7585657736,1.4160535759,-2.3241175535,0.6634988748,-2.2954584792,1.9817868688,-2.7770676389,2.4847408531,0.4236208529,1.7405692922,-0.4303785591,1.0124874535,-1.4160057106
YGL116W,0.7685764185,0.879638526,0.4950794765,-0.1290267748,0.9844449176,0.0050219704,1.0554638989,-1.5240487127,1.308170358,-0.7027892719,0.445039665,-0.9752435195,0.8869667163,-1.6193508956,0.5176367256,-1.9914629486,2.007853345,-4.0382980074,1.6367620265,0.4580315925,3.2258044936,-0.5872229184,3.4797542591,-0.8709201675
YDR211W,1.3572825052,0.6145262755,0.6603873918,-0.6693669013,0.8565457127,0.4032028298,1.4820243198,-1.9574032985,2.234478175,-1.3945234311,1.2705507584,-2.5222043702,1.5860012114,-2.2649751534,0.954136272,-2.3077975196,3.1892459233,-3.5191077569,0.9479206533,0.2072332797,1.4145519966,-0.4622895892,0.6393018219,-0.8909523358
YOL082W,1.5378822491,0.5505189944,0.2877269536,0.1466311509,0.7198356736,-0.0698925917,1.5213329531,-2.0716109831,2.3008935716,-1.2633177468,1.1042673955,-2.3278397035,1.4002347652,-1.6817914537,0.7260500424,-2.2402669101,3.389974394,-3.753079351,1.9222187076,-0.2126941054,2.6847772276,-0.0661973733,1.3903050105,-1.8311065395
YPL173W,0.6207218087,0.6355657628,0.4197706612,-0.4081943736,0.6145793649,0.0493103038,0.8508165835,-1.8187711773,1.1087102059,-1.1354191135,0.4460990035,-1.7651283253,0.6130455482,-1.3664877888,0.4720412177,-1.7823801614,1.1040583993,-2.7628686653,0.5570744999,-0.2071609524,0.7300027444,-0.1705752599,0.5223611337,-0.8787654192
YLR225C,1.4886587904,-0.06002447,0.8972049108,-0.5212285574,0.8684829718,0.3473213068,0.8987840923,-0.5616262152,1.5842377722,-1.0318507636,1.0876612389,-1.3436016243,1.269779745,-1.6177903496,0.427532611,-1.3488282365,1.8173542979,-2.6284160012,0.7312311207,-0.1104188618,1.4163834248,-0.390482873,0.7937303599,-0.2367331993
YOR206W,2.1291165243,0.2800035977,0.4348830804,-0.1376909285,0.7112143198,0.0013648784,2.2548278714,-2.1048220664,3.5227651888,-1.9466151194,1.7962592997,-2.6942359662,2.7382716301,-2.6917103337,1.2012976188,-2.0919698738,3.1496256186,-3.1556049038,1.5890565778,-1.1597815546,1.9893345596,-0.7770353689,0.788440703,-1.2628302719
YNL262W,0.2703228475,1.0028254608,0.6457815341,-0.2382110932,0.964075785,0.2142557801,0.5954845467,-1.5271479826,0.5107495062,-1.1217056191,0.2904174464,-0.8095844457,0.2991467347,-1.3333396687,0.2687363368,-1.6262582064,0.7642044434,-3.3800386004,0.2981612595,-1.0209497436,0.3681848783,-0.5227148486,0.1705401564,0.7899218904
YJL198W,1.7073440559,0.2546670675,0.6121796187,-0.1238222677,0.861756421,0.0448049225,1.4884960662,-2.0607794405,2.4007552638,-1.7179485596,1.3817188005,-2.8553928439,1.7958501616,-2.6468535736,0.9012585257,-2.3553648576,2.9967253426,-3.3067729715,1.5864094544,-0.5588499935,2.4912018826,-0.6255175281,0.8696551289,-1.6304919299
YGL124C,0.4413734531,0.4326061624,0.5825457687,-0.7202901236,0.7820799533,0.2800907964,0.521231197,-1.3001477968,0.5176354147,-0.9856477411,0.3620152474,-0.9691416824,0.4729414001,-1.6066362072,0.3119406619,-1.3761850395,0.8613323365,-2.8829385449,0.6991126711,0.0616198795,0.9612036732,-0.7774461328,0.6353223583,-0.9713177854
YDR391C,0.4602147173,0.1634928526,0.676512934,-0.7320027659,0.9485384001,0.2702303089,0.2802483569,-0.3133216039,0.3792808383,-0.378076994,0.3812618971,-1.3684067539,0.4584850377,-1.8360734939,0.1764584197,-0.6846002173,0.7641331097,-2.6365762093,0.5637804011,0.8226728234,0.5363124491,-0.308242899,0.4651588386,-0.4996489963
YOR026W,1.0024093861,0.3121594667,0.5401634534,-0.530189592,0.6782447469,0.1165365172,1.1743790869,-2.1945503804,1.553211382,-1.3028461655,0.6998570392,-1.4149248008,0.9126166225,-2.0228400543,0.601599848,-1.9324211174,1.775245831,-3.2725412438,2.0000429492,0.1228828195,0.6547622638,-0.1204894664,0.5855478662,-0.7075623935
YPR031W,0.5775381666,-0.5212155619,0.5923392918,-0.4789836884,0.8784306877,0.2053496042,0.8074654153,-1.3893721181,0.5447633207,-0.5714403159,0.4961359113,-0.966120773,0.6676011714,-1.9023044938,0.4047076846,-1.6111147617,0.5520320166,-1.7378372297,0.4545466254,0.0342960512,0.3882510495,-0.2416267314,0.426276365,-0.570251202
YLR467W,0.7637345834,-0.5735873842,0.8180968839,-0.3592927027,0.8587247362,0.1738924044,0.731098089,-1.7590541133,0.6656823303,-1.2432002041,0.5076274645,-1.8419309475,0.6420906135,-1.9550716957,0.3148209503,-1.8663244652,0.6761565107,-2.604307219,0.4420700656,-0.0892939467,0.4545925223,-0.3214797786,0.3336006986,-0.3899324841
YGL216W,0.6443757284,-0.118320692,0.4920401073,-0.8887654603,0.7554579707,0.2226025671,0.8071422921,-1.6706200106,0.7399020047,-1.3568236155,0.5098059143,-1.7583992471,0.7467896166,-1.7567659501,0.3696007738,-1.7225132228,0.8234348482,-2.8678904562,0.2936359783,0.1166041219,0.4422996555,-0.4996925162,0.3770757307,-0.7873718665
YHR001W,0.2820237564,0.4464061243,0.310353369,0.2172742405,0.632106293,-0.2200199122,0.5308920796,-2.4744731027,0.6281874785,-1.6130193494,0.2189651123,-1.1649292539,0.3143508196,-2.1015940104,0.2858006866,-3.4517822755,0.7359504306,-3.4649890832,0.3885033336,-1.3388493646,0.3873676174,0.0162758306,0.1583525517,0.1073723078
YHR216W,17.8536208734,-1.1726722533,0.4491512304,-0.3268241819,0.4749323811,0.0904099554,15.8131076948,0.0355812575,14.1473135347,-0.3538181875,12.8432070108,-0.9295038985,17.1207685311,-1.4022400174,6.9528530221,-1.2956160443,8.3217389637,-1.701186029,5.1511386101,0.6116423575,11.1595453325,-0.652390091,8.0771689035,-0.5552719487
YGL009C,0.4360069128,0.8997761325,0.4448454573,-0.2372414424,0.6547491893,-0.161848604,0.6118656814,-0.2773042566,2.0619885494,-0.7048660503,0.3101546149,-1.0682357469,0.5089129455,-0.6392031357,0.4230219708,-2.382394194,1.3293970174,-3.7598260876,0.4909495136,-0.462367256,1.1593610886,-0.5314264579,0.4269741237,-0.7156707009
YOL021C,1.1842071047,0.514556872,0.5419364188,-0.7194438206,0.7418153888,0.1237113577,0.8979327536,-1.7208690928,1.5309509992,-1.4732495623,0.8624482318,-1.990005765,1.0622987222,-2.095254469,0.5190496972,-2.0398060382,2.7296866256,-3.1919086062,0.7818059829,-0.9718514073,1.0063414501,-0.6275297696,0.4763693893,-0.9924153978
YBR108W,0.9282536768,-0.6599284932,0.5452290688,-0.1227351277,0.7248569016,0.555181942,0.6036604781,-1.2351914986,0.5385108177,-0.4146789661,0.7009061062,-1.5582062133,0.8693192219,-2.1085299672,0.3445476998,-1.6849669605,0.8119032498,-1.9954605303,0.529227855,0.2562079401,0.7508158814,-0.4910905547,0.4224034758,-0.5732296578
YDR186C,0.2289501509,0.5531275156,0.7290264802,-0.0912847489,0.7041088084,0.3493929622,0.4513020669,-1.8802050312,0.7099423898,-1.7748637018,0.2427270048,-0.2868051441,0.2225104652,-1.2602437614,0.28873532,-2.0414631141,0.5506982429,-3.0805689685,0.4295059938,-0.7374024208,0.9065385237,-0.0402212766,0.3617968307,-0.8527342278
YLR050C,0.8996138111,-0.2043687919,0.8799818185,-0.7867521527,0.9073264341,0.1165908993,0.8477247856,-1.4269862649,1.1799275034,-1.3535623251,0.6996548979,-1.4064443794,0.9960098373,-1.7198183694,0.5561673753,-1.700321805,1.0903333211,-2.6950765496,2.0117655699,-0.2165902189,0.631595388,-0.2598189475,0.5282833615,-0.6821972024
YEL031W,2.9896148103,-0.0839200935,0.4395265612,-0.2076964933,0.9252323227,-0.1760610094,3.4288859576,-2.1857475104,2.7183492952,-1.1775636734,2.1064835778,-2.3203607165,2.5386916668,-1.4730138799,1.5697028013,-2.0852524968,2.7381401941,-2.0303163726,1.7670418915,-0.2934267014,1.7794842673,-0.3575550588,1.0587142318,-1.0247275799
YHR038W,0.4340261192,0.3985129192,0.4570873612,-0.0348640653,0.5464611957,0.1579508606,0.2993312462,-1.7151999203,0.6433687496,-1.8422389941,0.303491297,-1.9639250186,0.262623424,-2.0401081547,0.185316665,-1.7558820318,0.9095339865,-3.2307791099,0.5747994267,-0.7372617237,0.2769804863,0.5044771841,0.2472211254,-0.5833182499
YDR485C,0.9524641201,0.3748522681,0.7569717917,-0.559261321,0.9261797243,0.0152548879,0.806624503,-1.4459880424,1.2636244705,-0.9594551997,0.7695644942,-2.507867962,1.0414320336,-2.1039390714,0.5031265938,-2.032937205,1.5478709822,-2.8479481683,0.9757009285,-0.2712436966,1.3198817731,-0.4855192,0.8185447261,-1.0315168964
YNL202W,0.1928841119,-0.1050930853,0.4991319688,-0.2128366261,0.5847362171,0.4450236032,0.2767653901,-1.5579489197,0.1582391022,-0.9610175937,0.1478326167,-0.6623414351,0.1974170933,-1.888441598,0.1003209864,-0.6842120151,0.2503035261,-1.7364321737,0.3180802964,-0.1390235518,0.1162961845,0.1808143915,0.1625651068,-0.4277793149
YDR091C,1.1794035361,0.5339857724,0.3767973574,0.138891861,0.6932136909,0.0126989951,1.7638267032,-2.7386295568,2.6508671269,-1.7711664664,0.9661336337,-2.4757626085,1.2672074415,-2.2281522868,0.9175620446,-3.1012348384,2.2807929926,-3.2385006537,1.5089989379,-0.3223466636,1.1917273929,-0.2180276333,0.6494656635,-1.2109408816
YPL113C,0.3229119467,0.0021438354,0.4861302227,-0.7227711916,0.6626126219,-0.2042352399,0.5184572561,-2.4474908719,0.4766522676,-1.6834359045,0.178648198,-1.1027259403,0.3272763961,-2.0145052111,0.2872136582,-2.6589750858,0.535794229,-3.0054629268,0.5501263559,-1.9870084519,0.7747291205,-0.4143428089,0.2655466061,-0.7688225087
YGL080W,0.9483539342,0.3835505285,0.6742334071,0.0297007118,0.891694309,0.142766874,1.1847692635,-2.4113479429,1.2496342238,-1.4503502517,0.654686349,-2.0875380612,0.8420159199,-2.0037083022,0.7914271533,-2.8936018541,2.045004207,-3.5123813654,1.446814153,-0.8206480616,1.0323422839,-0.1137181988,0.5583083667,-0.8496940305
YER059W,1.1480531045,-0.4743916435,0.3832138035,-0.1045325439,0.7178461304,-0.0390563938,0.9549814358,-2.252571359,0.9421124855,-0.8143743547,0.6581479053,-2.429786253,1.1323209092,-2.17558711,0.4675849225,-2.1229639263,1.0776720876,-2.4297045621,0.5604965215,-0.9449939695,0.7199747898,-0.3504018893,0.6141147689,-1.2954445112
YNL025C,0.8830388124,-0.1575297399,0.4542168458,-0.6423839524,0.8915048287,0.0074684325,0.4839603409,-1.0237098232,0.6282187302,-0.982707142,0.6440968775,-1.8544447494,0.7806880032,-2.1296394295,0.3271029345,-1.6239901128,1.0183547495,-2.6078280002,0.4592298113,0.8390293957,0.4923389406,-0.3475349816,0.3306279432,-0.2793993299
YJL049W,0.3600008069,0.8588864187,0.4430724919,-0.3954351072,0.7784798276,0.0639312488,0.5593034699,-1.5723114817,0.8472948462,-1.3943790992,0.3702880853,-1.8961657796,0.3425186124,-1.2371547585,0.3031911068,-2.02385499,1.1497023708,-3.4829212166,1.1220913485,-1.0513938002,0.4950291838,0.6747711064,0.3267236773,-0.4975213787
YPR155C,0.2489249217,0.9255486808,0.2466110421,0.3088398533,0.4258569825,0.3495559144,0.2835148606,-1.9803115371,0.4482431376,-2.0856690146,0.1863497159,-1.583624127,0.2130323405,-1.6764687692,0.1174940263,-2.5367573154,0.7200489807,-4.2853294073,0.3843450761,-1.0581431103,0.4907579719,-0.0589967292,0.2137901259,-0.9356702777
YMR074C,2.1784362902,-0.1531647728,0.5202386996,-0.2845860631,0.9486331402,-0.110145681,2.2297486836,-2.4990374148,2.5308800466,-1.6533421005,1.6773882187,-2.8925290435,2.2944217568,-2.6826430509,1.1117913,-2.2811182733,2.3783211963,-2.6832340025,2.0738650174,0.2132369251,2.1617695328,-0.443189174,1.0797096563,-1.3304661254
YOR380W,0.2200519246,0.6251445125,0.3777260535,-0.0925887335,0.7007929031,-0.0444692522,0.5093170084,-2.6692813595,0.49482801,-1.4386393983,0.2457936247,-2.2845598646,0.2208973251,-0.9740765103,0.247324382,-2.3677650009,0.4351137356,-2.4737811427,0.3006600675,-0.0330840109,0.490378862,-0.3921744546,0.1700294405,-0.5363094045
YDL138W,0.5643856643,0.5141528229,0.3905589458,0.0744293498,0.9750656426,-0.4153848684,0.4996817133,-1.5298852397,0.8083538579,-1.8820818072,0.4916916356,-2.2257670586,0.5705547176,-2.4759967562,0.2808552859,-2.3324367018,0.8396695159,-2.4039074871,0.5594471268,0.802746802,1.1296158556,-0.6669378635,0.6605815922,-1.4541750868
YNL091W,0.3282637068,1.2556876387,0.4066000612,0.0348799631,0.7815115124,-0.1739626374,0.6119209437,-2.3532994672,0.8940529164,-1.2846921224,0.4188163801,-1.6681425603,0.4021286006,-1.3293126383,0.2925394744,-2.0788244677,1.4099497795,-3.5249958763,0.5527919848,-0.2139843137,0.8025596635,-0.3098860335,0.3219817591,-0.6588117062
YJR138W,0.4453596832,-0.2414559972,0.5741875034,-0.5388509455,0.9179373311,-0.2422752283,0.3546259807,-1.3649879627,0.5542179718,-1.2088459343,0.3948902213,-1.5962125436,0.4160931073,-1.8261780652,0.2633561756,-2.176604851,0.4371416121,-2.4789015163,0.2128310117,1.63673429,0.5341988728,-0.1076004315,0.2706565236,-0.7169360189
YGR284C,1.4266119007,-0.3018294668,0.3981573689,-0.3409226535,0.6064317118,0.0643843585,0.7117666624,-1.8426065045,1.1573177674,-0.503552116,1.0981609976,-2.1877532911,1.691003933,-2.4145756917,0.3917192145,-1.4675915758,2.1125973275,-2.5350792936,1.5873179275,0.8456368721,1.3960227889,-0.8245479042,1.1603149758,-1.2323932251
YDR111C,0.5567619733,0.4526027162,0.422219042,-0.1368282922,0.7723217177,0.3137485335,0.8504920269,-2.5499471213,1.3819588163,-2.3320321725,0.4337277571,-1.9337482086,0.5594198287,-2.4636237466,0.5744816615,-3.1257335658,1.0773159341,-3.5973270346,0.6229754838,0.2620861359,0.8370925711,-0.2139114436,0.4022052493,-1.2331070964
YNL238W,1.220278456,0.4326990119,0.4559053842,-0.3477710012,0.6961506356,0.3205694372,1.1762168253,-2.2436279057,1.597465954,-1.3228750078,0.8742551677,-1.8811099118,1.1414234832,-1.8366763556,0.5120935292,-1.971771176,1.7946315645,-3.2697583123,1.5732762257,0.4220291541,2.5441886061,-0.2688453932,1.1955781766,-1.4534519986
YOR326W,0.6211047026,0.3893500824,0.9531799607,-0.2444027127,0.9103581189,0.1787643598,0.7881045366,-2.1537834497,0.9765334746,-1.1165245541,0.4075776122,-1.2896715481,0.514098386,-2.0236711445,0.3271029345,-2.0842202564,1.5875661527,-3.3672180298,0.5302894826,-0.2867666728,0.907928422,-1.0593766014,0.327050277,-0.9201146326
YLR454W,0.4533886393,0.330349392,0.3258034959,0.3740183237,0.6216848763,0.0232084005,0.802512988,-2.2105483847,0.5211828779,-1.2232276663,0.2485747481,-1.1188406955,0.3956111013,-1.6885021471,0.315418746,-2.1102835058,0.5119192214,-1.671635601,0.315027018,-0.6718813061,0.4374891722,0.0821985887,0.2616127894,-0.4976290197
YDR296W,1.2770308295,0.1038142902,0.7174599917,0.1655780204,0.8490612407,-0.0068628768,1.0477550488,-1.8529847457,1.3378942771,-1.1983949373,0.7507477749,-1.7533216047,1.0247720928,-2.113100488,0.5875244767,-1.8875553914,1.6501817494,-2.8277699108,1.1978152311,-0.4598009021,1.0719426211,-0.3941440194,0.4989068681,-0.9974267499
YJR083C,0.370682323,0.4530089603,0.4472938381,-0.4368117979,0.7405837668,0.1558072238,0.5798987875,-1.4544958163,0.6567674397,-1.3070193501,0.3515253792,-1.3058937345,0.4193696341,-1.1155159066,0.2959088683,-1.6457354435,0.6683801429,-2.4247701854,0.4918917017,-0.4449532027,0.3490597917,0.1312458605,0.2454871076,-0.2489060911
YNL006W,0.8778697827,0.0168061192,0.4711022304,-0.2872405983,0.7329098145,0.1946212714,0.8041234556,-1.5279304042,0.7870389021,-0.8601498649,0.588943628,-2.1058168062,0.9860717615,-2.1069054366,0.4513900937,-2.1788797823,1.3574310983,-2.4246931471,0.4680876536,-0.574402716,0.8971245068,-0.631904631,0.4273167809,-0.7172527139
YJR100C,0.2949673615,0.2901451952,0.6888392648,-0.5942132624,1.1274078067,0.1735925674,0.5388438823,-0.2753608116,0.3942753571,-0.1122044604,0.2839445336,0.2812499689,0.4037603431,-0.7097502263,0.2888983552,-0.7633068656,0.5266989782,-2.0920062526,0.2586366914,0.1589816458,0.5282566069,-0.345804193,0.5108594003,-0.4066705218
YGR241C,1.4794913892,0.4497869551,0.5561201418,-0.5060716291,0.940390747,-0.1315880736,1.5178840037,-2.7923976892,1.671506409,-1.2103137006,1.1799484432,-2.4582072174,1.1787325802,-2.1671857273,0.5918177367,-2.5534325396,2.6544778032,-3.4463689945,1.0345619003,-0.47370913,1.8925566792,-0.670129671,0.8721029498,-1.0102082095
YOR012W,0.2807609816,0.5339701749,0.5384749149,-0.262591503,0.837408202,0.169867385,0.5939871734,-2.5119690565,0.7243598182,-0.9537698853,0.2420550488,-0.5636301851,0.1876452411,-1.0439228933,0.3284615611,-2.3451737572,0.7991985558,-3.3719783758,0.7969014354,-0.3457081539,0.6787113917,-0.2375275377,0.3220619942,-0.7688383761
YDR449C,0.9064880321,0.7964222782,0.569121888,-0.5482892002,0.9688127926,-0.038499557,1.393112654,-2.0530487227,1.9176542206,-1.6740140846,0.973186507,-2.9027553978,0.9300449913,-1.2318883751,0.5544826783,-1.9176776201,2.63834104,-3.378221512,0.8524814364,-0.5720098476,1.403661824,-0.559025001,0.5778723648,-1.247855926
YML004C,0.4182870347,0.326025406,0.7118878148,-0.9906864609,0.6999402417,0.537803753,0.6063807385,-1.4631600644,1.1861585996,-1.9833204114,0.268123848,-0.5660144555,0.4850005646,-1.342838557,0.4255218437,-2.0041173882,0.8217336529,-2.7183239604,0.6765174988,-0.134335283,0.7563088192,0.1141806231,0.3045036688,-0.1969575641
YNL268W,0.6978462601,0.6950606795,0.2398568883,-0.0975247323,0.4435733909,-0.1287395443,1.5622369772,-2.199249396,2.9432821457,-2.6164747986,0.8107987594,-2.2260741524,1.037227264,-1.7986786373,0.7195286348,-2.507231933,1.4928981488,-3.5338289033,1.203185362,-1.264226834,2.2988493627,0.2111832589,0.5909296588,-0.9971495119
YMR299C,0.2913082912,0.7759955329,0.4338699573,-0.3056130938,0.5560299511,0.3498613715,0.3560274065,-1.2473861328,0.5486121039,-0.9164096243,0.3258092396,-1.4700749667,0.4749607408,-1.9358893657,0.1587419292,-1.3108862216,0.7017117891,-3.1914138069,0.6155670548,-0.2371782966,1.6810087665,-0.8913271538,0.6539101444,-0.6291423329
YMR132C,0.2355457362,1.404535988,0.4531192958,-0.1911219844,0.9130108432,-0.2788765276,0.5597098107,-2.0788973901,0.8045652096,-1.9312243915,0.2155064907,-0.8193840434,0.3920563411,-1.9102374342,0.2414551151,-2.2254933218,0.6735336353,-2.9177221693,0.8021365162,-1.2128797286,0.4963089169,0.121442671,0.3844060887,-1.164579151
YHR094C,3.047185305,0.8660187176,0.3820318266,0.3335490016,0.7885222837,-0.0479666022,7.4798060138,-1.8407645993,10.3518513491,-2.416712786,2.0073206455,-1.945277545,3.0325790017,-1.3673711403,4.134463707,-3.0987723367,8.4559062505,-4.9718510994,9.0850059973,-1.598929737,9.2548488389,-0.2030291622,1.9174890096,-1.0275746855
YOR293W,5.9803669228,0.3427829619,0.5874425303,-0.5467544662,0.8999367022,0.1215038464,5.8915454826,-2.6344362966,9.8678678063,-2.1954750945,5.0487996099,-3.0528799113,6.9925467648,-3.2684148542,3.1020705442,-3.0546789268,8.7791529736,-3.5883138558,4.5614682161,-1.1951691242,6.5101732531,-0.2591642589,2.3625312679,-2.0503902489
YMR216C,2.6841869505,0.0609141504,0.4841039765,-0.4820305357,0.7286465077,0.2357502234,2.6878833643,-2.2216163967,3.6091802162,-1.5276292992,2.1530552353,-2.715219269,2.2141363148,-1.72708739,1.1339640857,-2.375691785,3.5796430137,-2.4720774205,1.6695736326,-0.0593646282,2.9467203721,-0.3315741008,1.5569492919,-1.3550287927
YKL026C,0.3897264033,-0.1927832916,0.3485143382,0.1112230527,0.6304009703,0.2728572285,0.6861201031,-2.1130398485,0.6710870308,-1.6837041614,0.31493476,-1.4540448982,0.5059263716,-1.8142474097,0.3511234524,-2.2292564125,0.4618705887,-1.7538606614,0.8374389175,-0.4384978899,0.58789965,0.4651044004,0.4721221944,-0.4294034572
